Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2722,Total,2 Bedrooms,-,-,-,-,57,-,-,-,-
2722,Total,3 Bedrooms,-,-,-,-,66,-,-,-,-
2722,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2722,House,Total,-,-,-,-,103,-,-,-,-
2722,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2722,House,Not Specified,-,-,-,-,-,-,-,-,-
2722,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2722,House,3 Bedrooms,-,-,-,-,61,-,-,-,-
2722,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2722,Other,Total,-,-,-,-,s,-,-,-,-
2722,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2722,Other,Not Specified,-,-,-,-,-,-,-,-,-
2722,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2722,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2722,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2722,Townhouse,Total,-,-,-,-,-,-,-,-,-
2722,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2722,Flat/Unit,Total,-,-,-,-,48,-,-,-,-
2722,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2722,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2722,Flat/Unit,2 Bedrooms,-,-,-,-,39,-,-,-,-
2722,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2725,Total,Total,-,-,-,-,-,-,-,-,-
2725,Total,Not Specified,-,-,-,-,-,-,-,-,-
2725,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2725,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2725,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2725,House,Total,-,-,-,-,-,-,-,-,-
2725,House,Not Specified,-,-,-,-,-,-,-,-,-
2725,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2725,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2725,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2725,Other,Total,-,-,-,-,-,-,-,-,-
2725,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2726,Total,Total,-,-,-,-,-,-,-,-,-
2726,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2726,House,Total,-,-,-,-,-,-,-,-,-
2726,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2727,Total,Total,-,-,-,-,-,-,-,-,-
2727,Total,Not Specified,-,-,-,-,-,-,-,-,-
2727,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2727,House,Total,-,-,-,-,-,-,-,-,-
2727,House,Not Specified,-,-,-,-,-,-,-,-,-
2727,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2729,Total,Total,-,-,-,-,57,-,-,-,-
2729,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2729,Total,Not Specified,-,-,-,-,-,-,-,-,-
2729,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2729,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2729,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2729,House,Total,-,-,-,-,35,-,-,-,-
2729,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2729,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2729,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2729,Other,Total,-,-,-,-,-,-,-,-,-
2729,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2729,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2729,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2729,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2729,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2730,Total,Total,-,-,-,-,52,-,-,-,-
2730,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2730,Total,Not Specified,-,-,-,-,-,-,-,-,-
2730,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2730,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2730,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2730,House,Total,-,-,-,-,44,-,-,-,-
2730,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2730,House,Not Specified,-,-,-,-,-,-,-,-,-
2730,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2730,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2730,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2730,Other,Total,-,-,-,-,-,-,-,-,-
2730,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2730,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2730,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2730,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2730,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2731,Total,Total,388,448,520,32,443,-3.24%,9.15%,-27.27%,-21.95%
2731,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2731,Total,Not Specified,-,-,-,-,s,-,-,-,-
2731,Total,2 Bedrooms,-,-,-,-,162,-,-,-,-
2731,Total,3 Bedrooms,426,455,495,s,181,-10.34%,13.04%,.00%,-30.00%
2731,Total,4 or more Bedrooms,-,-,-,-,76,-,-,-,-
2731,House,Total,414,470,524,s,289,.00%,9.30%,-21.21%,-13.33%
2731,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2731,House,Not Specified,-,-,-,-,-,-,-,-,-
2731,House,2 Bedrooms,-,-,-,-,43,-,-,-,-
2731,House,3 Bedrooms,428,460,490,s,161,-11.54%,14.29%,.00%,-31.25%
2731,House,4 or more Bedrooms,-,-,-,-,75,-,-,-,-
2731,Other,Total,-,-,-,-,-,-,-,-,-
2731,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2731,Other,Not Specified,-,-,-,-,-,-,-,-,-
2731,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2731,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2731,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2731,Townhouse,Total,-,-,-,-,s,-,-,-,-
2731,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2731,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2731,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2731,Flat/Unit,Total,-,-,-,-,126,-,-,-,-
2731,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2731,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2731,Flat/Unit,2 Bedrooms,-,-,-,-,106,-,-,-,-
2731,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2732,Total,Total,-,-,-,-,117,-,-,-,-
2732,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2732,Total,Not Specified,-,-,-,-,-,-,-,-,-
2732,Total,2 Bedrooms,-,-,-,-,38,-,-,-,-
2732,Total,3 Bedrooms,-,-,-,-,34,-,-,-,-
2732,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2732,House,Total,-,-,-,-,62,-,-,-,-
2732,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2732,House,Not Specified,-,-,-,-,-,-,-,-,-
2732,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2732,House,3 Bedrooms,-,-,-,-,32,-,-,-,-
2732,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2732,Other,Total,-,-,-,-,-,-,-,-,-
2732,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2732,Other,Not Specified,-,-,-,-,-,-,-,-,-
2732,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2732,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2732,Flat/Unit,Total,-,-,-,-,49,-,-,-,-
2732,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2732,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2732,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2732,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2733,Total,Total,-,-,-,-,31,-,-,-,-
2733,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2733,Total,Not Specified,-,-,-,-,-,-,-,-,-
2733,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2733,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2733,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2733,House,Total,-,-,-,-,s,-,-,-,-
2733,House,Not Specified,-,-,-,-,-,-,-,-,-
2733,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2733,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2733,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2733,Other,Total,-,-,-,-,-,-,-,-,-
2733,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2733,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2733,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2733,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2733,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2733,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2734,Total,Total,-,-,-,-,-,-,-,-,-
2734,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2734,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2734,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2734,House,Total,-,-,-,-,-,-,-,-,-
2734,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2734,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2734,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2735,Total,Total,-,-,-,-,-,-,-,-,-
2735,Total,3 Bedrooms,-,-,-,-,-,-,-,-,-
2735,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2735,House,Total,-,-,-,-,-,-,-,-,-
2735,House,3 Bedrooms,-,-,-,-,-,-,-,-,-
2735,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2736,Total,Total,-,-,-,-,s,-,-,-,-
2736,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2736,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2736,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2736,House,Total,-,-,-,-,s,-,-,-,-
2736,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2736,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2736,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2736,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2736,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2736,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2737,Total,Total,-,-,-,-,s,-,-,-,-
2737,Total,Not Specified,-,-,-,-,-,-,-,-,-
2737,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2737,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2737,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2737,House,Total,-,-,-,-,s,-,-,-,-
2737,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2737,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2737,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2737,Other,Total,-,-,-,-,-,-,-,-,-
2737,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2737,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2737,Townhouse,Total,-,-,-,-,-,-,-,-,-
2737,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2737,Flat/Unit,Total,-,-,-,-,-,-,-,-,-
2737,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2737,Flat/Unit,2 Bedrooms,-,-,-,-,-,-,-,-,-
2737,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2738,Total,Total,-,-,-,-,78,-,-,-,-
2738,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2738,Total,Not Specified,-,-,-,-,-,-,-,-,-
2738,Total,2 Bedrooms,-,-,-,-,s,-,-,-,-
2738,Total,3 Bedrooms,-,-,-,-,36,-,-,-,-
2738,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2738,House,Total,-,-,-,-,56,-,-,-,-
2738,House,Not Specified,-,-,-,-,-,-,-,-,-
2738,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2738,House,3 Bedrooms,-,-,-,-,35,-,-,-,-
2738,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2738,Other,Total,-,-,-,-,-,-,-,-,-
2738,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2738,Other,Not Specified,-,-,-,-,-,-,-,-,-
2738,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2738,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2738,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2738,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2738,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2738,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2739,Total,Total,-,-,-,-,87,-,-,-,-
2739,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2739,Total,Not Specified,-,-,-,-,-,-,-,-,-
2739,Total,2 Bedrooms,-,-,-,-,43,-,-,-,-
2739,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2739,Total,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2739,House,Total,-,-,-,-,46,-,-,-,-
2739,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2739,House,Not Specified,-,-,-,-,-,-,-,-,-
2739,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2739,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2739,House,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2739,Other,Total,-,-,-,-,-,-,-,-,-
2739,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2739,Flat/Unit,Total,-,-,-,-,40,-,-,-,-
2739,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2739,Flat/Unit,2 Bedrooms,-,-,-,-,34,-,-,-,-
2745,Total,Total,526,605,700,150,"1,964",-.82%,4.31%,-3.85%,16.28%
2745,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2745,Total,1 Bedroom,-,-,-,-,52,-,-,-,-
2745,Total,Not Specified,-,-,-,-,48,-,-,-,-
2745,Total,2 Bedrooms,400,480,500,s,151,37.14%,20.00%,112.50%,70.00%
2745,Total,3 Bedrooms,535,565,600,63,746,8.65%,4.63%,142.31%,40.00%
2745,Total,4 or more Bedrooms,660,710,800,65,958,1.43%,7.58%,44.44%,1.56%
2745,House,Total,560,650,726,120,"1,540",3.17%,8.33%,-16.08%,29.03%
2745,House,Bedsitter,-,-,-,-,-,-,-,-,-
2745,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2745,House,Not Specified,-,-,-,-,s,-,-,-,-
2745,House,2 Bedrooms,-,-,-,-,47,-,-,-,-
2745,House,3 Bedrooms,550,580,618,50,563,5.45%,5.45%,163.16%,56.25%
2745,House,4 or more Bedrooms,663,715,800,62,892,2.14%,6.72%,40.91%,8.77%
2745,Other,Total,-,-,-,-,102,-,-,-,-
2745,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2745,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2745,Other,Not Specified,-,-,-,-,s,-,-,-,-
2745,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2745,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2745,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2745,Townhouse,Total,460,550,600,s,179,20.88%,-1.79%,87.50%,7.14%
2745,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2745,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2745,Townhouse,3 Bedrooms,-,-,-,-,138,-,-,-,-
2745,Townhouse,4 or more Bedrooms,-,-,-,-,33,-,-,-,-
2745,Flat/Unit,Total,410,490,500,s,143,63.33%,58.06%,333.33%,-13.33%
2745,Flat/Unit,1 Bedroom,-,-,-,-,32,-,-,-,-
2745,Flat/Unit,2 Bedrooms,-,-,-,-,90,-,-,-,-
2745,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2745,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2747,Total,Total,400,500,620,472,"6,119",4.17%,11.11%,-12.43%,.64%
2747,Total,Bedsitter,-,-,-,-,45,-,-,-,-
2747,Total,1 Bedroom,280,310,330,41,430,-6.06%,14.81%,-12.77%,-16.33%
2747,Total,Not Specified,-,-,-,-,280,-,-,-,-
2747,Total,2 Bedrooms,340,400,450,119,"1,456",8.11%,14.29%,19.00%,5.31%
2747,Total,3 Bedrooms,470,500,550,165,"2,246",2.56%,8.70%,26.92%,-2.37%
2747,Total,4 or more Bedrooms,610,680,720,136,"1,662",6.25%,13.33%,22.52%,4.62%
2747,House,Total,490,570,680,283,"3,464",14.00%,3.64%,-19.60%,9.69%
2747,House,Bedsitter,-,-,-,-,s,-,-,-,-
2747,House,1 Bedroom,-,-,-,-,48,-,-,-,-
2747,House,Not Specified,-,-,-,-,121,-,-,-,-
2747,House,2 Bedrooms,365,400,428,s,298,-4.76%,6.67%,.00%,40.00%
2747,House,3 Bedrooms,480,500,570,121,"1,523",.00%,4.17%,49.38%,2.54%
2747,House,4 or more Bedrooms,620,680,720,130,"1,463",4.62%,9.68%,35.42%,17.12%
2747,Other,Total,318,340,400,40,576,3.03%,6.25%,11.11%,-14.89%
2747,Other,Bedsitter,-,-,-,-,s,-,-,-,-
2747,Other,1 Bedroom,308,330,333,s,128,.00%,13.79%,.00%,-20.00%
2747,Other,Not Specified,-,-,-,-,110,-,-,-,-
2747,Other,2 Bedrooms,365,400,415,s,157,25.00%,11.11%,33.33%,-36.84%
2747,Other,3 Bedrooms,-,-,-,-,110,-,-,-,-
2747,Other,4 or more Bedrooms,-,-,-,-,47,-,-,-,-
2747,Townhouse,Total,448,480,520,52,820,.00%,10.34%,-8.77%,-17.46%
2747,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2747,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2747,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2747,Townhouse,2 Bedrooms,378,400,443,s,126,-6.98%,14.29%,100.00%,-7.69%
2747,Townhouse,3 Bedrooms,460,500,515,33,528,7.53%,14.94%,-5.71%,-8.33%
2747,Townhouse,4 or more Bedrooms,-,-,-,-,134,-,-,-,-
2747,Flat/Unit,Total,300,350,450,97,"1,259",.00%,6.06%,3.19%,-3.96%
2747,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2747,Flat/Unit,1 Bedroom,280,300,330,s,240,-7.69%,21.70%,-8.70%,-4.55%
2747,Flat/Unit,Not Specified,-,-,-,-,32,-,-,-,-
2747,Flat/Unit,2 Bedrooms,315,390,460,67,875,11.43%,13.37%,17.54%,9.84%
2747,Flat/Unit,3 Bedrooms,-,-,-,-,85,-,-,-,-
2747,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2748,Total,Total,-,-,-,-,57,-,-,-,-
2748,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2748,Total,Not Specified,-,-,-,-,-,-,-,-,-
2748,Total,2 Bedrooms,-,-,-,-,-,-,-,-,-
2748,Total,3 Bedrooms,-,-,-,-,s,-,-,-,-
2748,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2748,House,Total,-,-,-,-,48,-,-,-,-
2748,House,Not Specified,-,-,-,-,-,-,-,-,-
2748,House,2 Bedrooms,-,-,-,-,-,-,-,-,-
2748,House,3 Bedrooms,-,-,-,-,s,-,-,-,-
2748,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2748,Other,Total,-,-,-,-,-,-,-,-,-
2748,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2748,Other,Not Specified,-,-,-,-,-,-,-,-,-
2748,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2748,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2748,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2749,Total,Total,480,550,650,66,"1,026",-1.79%,12.82%,-10.81%,3.13%
2749,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2749,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2749,Total,Not Specified,-,-,-,-,40,-,-,-,-
2749,Total,2 Bedrooms,400,400,435,s,93,.00%,-5.88%,57.14%,10.00%
2749,Total,3 Bedrooms,503,530,599,s,576,9.28%,8.16%,66.67%,-18.92%
2749,Total,4 or more Bedrooms,625,700,900,s,287,-6.67%,12.00%,4.55%,43.75%
2749,House,Total,485,550,670,61,866,-5.17%,10.00%,-11.59%,8.93%
2749,House,Bedsitter,-,-,-,-,-,-,-,-,-
2749,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2749,House,Not Specified,-,-,-,-,s,-,-,-,-
2749,House,2 Bedrooms,-,-,-,-,50,-,-,-,-
2749,House,3 Bedrooms,500,530,595,s,510,9.28%,8.16%,61.11%,-17.14%
2749,House,4 or more Bedrooms,635,725,900,s,267,-3.33%,16.00%,4.76%,37.50%
2749,Other,Total,-,-,-,-,65,-,-,-,-
2749,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2749,Other,Not Specified,-,-,-,-,s,-,-,-,-
2749,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2749,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2749,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2749,Townhouse,Total,-,-,-,-,64,-,-,-,-
2749,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2749,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2749,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2749,Townhouse,3 Bedrooms,-,-,-,-,36,-,-,-,-
2749,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2749,Flat/Unit,Total,-,-,-,-,31,-,-,-,-
2749,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2749,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2749,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2750,Total,Total,420,495,570,579,"7,141",1.02%,10.00%,-5.70%,-1.19%
2750,Total,Bedsitter,-,-,-,-,s,-,-,-,-
2750,Total,1 Bedroom,350,425,470,84,602,-1.16%,21.43%,44.83%,50.00%
2750,Total,Not Specified,-,-,-,-,253,-,-,-,-
2750,Total,2 Bedrooms,390,450,530,241,"2,749",.00%,9.76%,9.55%,-15.73%
2750,Total,3 Bedrooms,466,520,579,174,"2,652",.00%,8.33%,20.00%,5.45%
2750,Total,4 or more Bedrooms,613,675,745,74,857,.75%,7.14%,64.44%,5.71%
2750,House,Total,460,540,640,248,"3,061",2.86%,8.00%,-24.39%,16.43%
2750,House,Bedsitter,-,-,-,-,-,-,-,-,-
2750,House,1 Bedroom,336,420,470,s,71,.00%,12.00%,50.00%,600.00%
2750,House,Not Specified,-,-,-,-,107,-,-,-,-
2750,House,2 Bedrooms,410,440,500,45,389,2.33%,15.79%,.00%,40.63%
2750,House,3 Bedrooms,500,540,600,113,"1,738",-1.82%,10.20%,22.83%,-5.04%
2750,House,4 or more Bedrooms,600,670,720,65,751,-.74%,4.69%,47.73%,16.07%
2750,Other,Total,350,420,485,s,472,1.20%,10.53%,38.89%,47.06%
2750,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2750,Other,1 Bedroom,-,-,-,-,42,-,-,-,-
2750,Other,Not Specified,-,-,-,-,79,-,-,-,-
2750,Other,2 Bedrooms,-,-,-,-,178,-,-,-,-
2750,Other,3 Bedrooms,-,-,-,-,133,-,-,-,-
2750,Other,4 or more Bedrooms,-,-,-,-,33,-,-,-,-
2750,Townhouse,Total,450,470,553,55,756,1.08%,2.17%,44.74%,3.77%
2750,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2750,Townhouse,1 Bedroom,-,-,-,-,s,-,-,-,-
2750,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2750,Townhouse,2 Bedrooms,378,450,463,s,117,-1.10%,11.11%,50.00%,20.00%
2750,Townhouse,3 Bedrooms,450,475,535,36,552,2.15%,7.95%,28.57%,20.00%
2750,Townhouse,4 or more Bedrooms,-,-,-,-,56,-,-,-,-
2750,Flat/Unit,Total,380,450,525,251,"2,852",.00%,9.76%,9.13%,-17.16%
2750,Flat/Unit,Bedsitter,-,-,-,-,s,-,-,-,-
2750,Flat/Unit,1 Bedroom,370,445,475,55,477,2.30%,27.14%,34.15%,7.84%
2750,Flat/Unit,Not Specified,-,-,-,-,49,-,-,-,-
2750,Flat/Unit,2 Bedrooms,380,460,550,174,"2,065",-1.08%,9.52%,10.13%,-25.64%
2750,Flat/Unit,3 Bedrooms,420,460,563,s,229,-6.12%,2.22%,.00%,33.33%
2750,Flat/Unit,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2752,Total,Total,420,520,680,37,244,-18.75%,-5.45%,27.59%,48.00%
2752,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2752,Total,1 Bedroom,-,-,-,-,-,-,-,-,-
2752,Total,Not Specified,-,-,-,-,-,-,-,-,-
2752,Total,2 Bedrooms,-,-,-,-,50,-,-,-,-
2752,Total,3 Bedrooms,455,515,550,s,80,,13.19%,,87.50%
2752,Total,4 or more Bedrooms,648,698,765,s,93,-.36%,-7.00%,9.09%,-14.29%
2752,House,Total,428,535,684,36,210,-17.69%,-9.32%,38.46%,56.52%
2752,House,Bedsitter,-,-,-,-,-,-,-,-,-
2752,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2752,House,Not Specified,-,-,-,-,-,-,-,-,-
2752,House,2 Bedrooms,-,-,-,-,35,-,-,-,-
2752,House,3 Bedrooms,455,515,550,s,75,,13.19%,,87.50%
2752,House,4 or more Bedrooms,648,698,765,s,92,-.36%,-7.00%,9.09%,-14.29%
2752,Other,Total,-,-,-,-,s,-,-,-,-
2752,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2752,Other,Not Specified,-,-,-,-,-,-,-,-,-
2752,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2752,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2752,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2752,Townhouse,Total,-,-,-,-,-,-,-,-,-
2752,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2752,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2752,Flat/Unit,Total,-,-,-,-,s,-,-,-,-
2752,Flat/Unit,1 Bedroom,-,-,-,-,-,-,-,-,-
2752,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2752,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2753,Total,Total,440,500,600,125,"1,567",.00%,4.71%,13.64%,22.55%
2753,Total,Bedsitter,-,-,-,-,-,-,-,-,-
