Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2209,Flat/Unit,2 Bedrooms,470,525,574,s,349,14.13%,22.09%,-14.29%,-44.19%
2210,Total,Total,555,650,713,179,"2,182",12.07%,25.00%,10.49%,-4.79%
2210,Total,1 Bedroom,450,480,500,s,210,2.13%,21.52%,5.00%,-16.00%
2210,Total,2 Bedrooms,550,600,650,82,855,7.14%,20.00%,49.09%,3.80%
2210,Total,3 Bedrooms,650,680,750,47,676,.00%,13.33%,23.68%,-4.08%
2210,Total,4 or more Bedrooms,838,900,1050,s,352,2.27%,9.76%,21.74%,-15.15%
2210,House,Total,650,705,850,69,837,8.46%,-1.40%,-12.66%,1.47%
2210,House,3 Bedrooms,650,690,750,34,404,6.15%,6.15%,36.00%,36.00%
2210,House,4 or more Bedrooms,825,900,1050,s,257,2.27%,5.88%,35.29%,-20.69%
2210,Flat/Unit,Total,500,600,650,97,"1,000",7.14%,20.00%,36.62%,5.43%
2210,Flat/Unit,1 Bedroom,445,480,500,s,165,2.13%,20.00%,26.67%,11.76%
2210,Flat/Unit,2 Bedrooms,543,600,650,66,640,7.14%,20.00%,57.14%,11.86%
2210,Flat/Unit,3 Bedrooms,645,670,720,s,168,-1.47%,20.72%,37.50%,-31.25%
2211,Total,Total,500,650,808,86,"1,328",8.33%,22.64%,-11.34%,-3.37%
2211,Total,2 Bedrooms,450,495,550,s,298,3.13%,10.00%,-8.33%,-21.43%
2211,Total,3 Bedrooms,590,670,700,s,486,8.94%,16.02%,13.64%,-3.85%
2211,Total,4 or more Bedrooms,800,850,930,s,398,-3.95%,10.39%,45.00%,16.00%
2211,House,Total,650,750,863,48,731,15.38%,25.00%,-27.27%,2.13%
2211,House,3 Bedrooms,650,700,735,s,332,11.11%,26.13%,-15.79%,-23.81%
2211,House,4 or more Bedrooms,785,885,930,s,276,1.72%,14.94%,69.23%,46.67%
2211,Townhouse,Total,580,700,810,s,256,.00%,2.19%,7.14%,-25.00%
2211,Flat/Unit,Total,318,435,456,s,224,-3.33%,1.16%,17.65%,5.26%
2211,Flat/Unit,2 Bedrooms,425,450,481,s,149,-.55%,.00%,-14.29%,.00%
2212,Total,Total,500,700,850,87,"1,380",1.45%,22.81%,-24.35%,-1.14%
2212,Total,2 Bedrooms,469,495,513,s,296,2.06%,7.61%,140.00%,-4.00%
2212,Total,3 Bedrooms,595,700,730,s,439,22.81%,18.64%,-25.93%,-28.57%
2212,Total,4 or more Bedrooms,800,850,950,37,507,-2.30%,13.33%,-21.28%,37.04%
2212,House,Total,580,750,900,53,692,7.14%,25.00%,-32.91%,8.16%
2212,House,3 Bedrooms,640,700,730,s,298,20.69%,21.74%,-31.58%,-38.10%
2212,House,4 or more Bedrooms,775,875,955,s,288,2.94%,16.67%,-6.67%,47.37%
2212,Townhouse,Total,790,850,910,s,297,.00%,30.77%,-35.29%,-26.67%
2212,Flat/Unit,Total,440,495,500,s,256,-10.00%,23.75%,100.00%,.00%
2212,Flat/Unit,2 Bedrooms,461,495,500,s,162,-1.00%,11.24%,100.00%,-7.69%
2213,Total,Total,625,750,890,98,"1,430",9.49%,15.38%,5.38%,-14.78%
2213,Total,2 Bedrooms,520,550,580,s,263,.92%,22.22%,21.43%,-22.73%
2213,Total,3 Bedrooms,630,660,725,s,513,1.54%,10.00%,20.83%,-34.09%
2213,Total,4 or more Bedrooms,803,880,965,50,529,-2.22%,10.69%,78.57%,13.64%
2213,House,Total,625,725,850,61,790,.00%,10.69%,-10.29%,-17.57%
2213,House,3 Bedrooms,625,650,695,s,353,.00%,8.33%,22.22%,-33.33%
2213,House,4 or more Bedrooms,778,850,960,31,328,-5.56%,6.92%,34.78%,3.33%
2213,Townhouse,Total,740,830,925,s,325,27.69%,10.67%,40.00%,-8.70%
2213,Townhouse,4 or more Bedrooms,845,888,950,s,160,-6.58%,12.34%,140.00%,-14.29%
2214,Total,Total,485,650,748,s,141,-8.45%,16.07%,.00%,22.22%
2216,Total,Total,550,650,730,327,"4,732",10.17%,32.65%,-13.72%,-17.63%
2216,Total,1 Bedroom,430,490,630,57,608,.00%,22.50%,-10.94%,-9.52%
2216,Total,2 Bedrooms,560,650,700,205,"2,961",12.07%,32.65%,31.41%,-20.23%
2216,Total,3 Bedrooms,735,810,900,42,718,1.25%,19.12%,-10.64%,-25.00%
2216,Total,4 or more Bedrooms,888,1150,1650,s,205,29.58%,45.57%,-45.45%,-20.00%
2216,House,Total,600,750,850,50,731,15.38%,13.64%,-63.24%,-13.79%
2216,House,2 Bedrooms,505,600,713,s,175,9.09%,9.09%,-21.05%,.00%
2216,House,3 Bedrooms,750,800,850,s,329,2.56%,11.11%,-9.09%,-25.93%
2216,Other,Total,400,450,655,s,316,-18.18%,12.50%,22.22%,37.50%
2216,Flat/Unit,Total,550,650,700,263,"3,593",16.07%,38.30%,14.35%,-19.33%
2216,Flat/Unit,1 Bedroom,430,490,630,49,534,-2.00%,20.99%,-10.91%,-18.33%
2216,Flat/Unit,2 Bedrooms,570,650,700,185,"2,633",11.11%,32.65%,38.06%,-21.94%
2216,Flat/Unit,3 Bedrooms,753,855,948,s,319,6.88%,31.54%,-9.09%,-16.67%
2217,Total,Total,550,650,750,392,"4,744",12.07%,30.00%,-2.00%,.00%
2217,Total,Bedsitter,413,423,438,s,72,24.26%,20.71%,250.00%,250.00%
2217,Total,1 Bedroom,450,540,598,46,664,.00%,24.86%,-32.35%,-34.29%
2217,Total,2 Bedrooms,550,640,730,259,"2,875",10.34%,30.61%,49.71%,10.21%
2217,Total,3 Bedrooms,800,900,950,54,824,20.00%,28.57%,28.57%,-16.92%
2217,Total,4 or more Bedrooms,950,1100,1200,s,176,15.79%,30.18%,-38.10%,-7.14%
2217,House,Total,650,850,1000,54,693,37.10%,21.43%,-57.48%,3.85%
2217,House,2 Bedrooms,500,580,670,s,175,-1.69%,22.11%,58.33%,90.00%
2217,House,3 Bedrooms,850,900,1000,s,321,20.00%,18.42%,37.50%,-8.33%
2217,House,4 or more Bedrooms,950,1100,1200,s,153,10.00%,39.24%,-31.58%,.00%
2217,Flat/Unit,Total,550,620,740,319,"3,571",11.71%,29.17%,29.67%,3.24%
2217,Flat/Unit,Bedsitter,415,420,435,s,42,23.53%,25.37%,450.00%,450.00%
2217,Flat/Unit,1 Bedroom,450,550,600,45,608,.00%,25.00%,-29.69%,-26.23%
2217,Flat/Unit,2 Bedrooms,550,650,740,235,"2,512",16.07%,32.65%,56.67%,9.30%
2217,Flat/Unit,3 Bedrooms,750,850,910,s,357,13.33%,28.79%,50.00%,-6.90%
2218,Total,Total,530,585,660,117,"2,283",6.36%,24.47%,-25.95%,-23.03%
2218,Total,1 Bedroom,400,560,580,s,171,6.67%,40.00%,62.50%,-18.75%
2218,Total,2 Bedrooms,530,560,650,70,"1,397",5.66%,27.27%,-23.08%,-26.32%
2218,Total,3 Bedrooms,630,675,750,s,539,-2.17%,31.07%,.00%,-23.33%
2218,House,Total,628,750,833,s,352,33.93%,9.49%,-47.06%,17.39%
2218,Flat/Unit,Total,500,568,650,82,"1,720",7.08%,26.11%,-18.81%,-33.87%
2218,Flat/Unit,1 Bedroom,415,575,580,s,157,9.52%,43.75%,37.50%,-26.67%
2218,Flat/Unit,2 Bedrooms,523,555,645,54,"1,211",4.72%,29.07%,-30.77%,-37.93%
2218,Flat/Unit,3 Bedrooms,600,650,750,s,318,8.33%,31.98%,-13.33%,-35.00%
2219,Total,Total,520,600,800,104,"1,392",1.69%,9.09%,-9.57%,-21.21%
2219,Total,1 Bedroom,495,550,590,s,131,1.85%,14.58%,15.38%,25.00%
2219,Total,2 Bedrooms,500,560,650,55,720,5.66%,17.28%,7.84%,-19.12%
2219,Total,3 Bedrooms,800,850,950,s,399,6.25%,10.39%,-32.26%,-46.15%
2219,House,Total,805,875,1031,s,385,34.62%,9.38%,-58.49%,-38.89%
2219,Flat/Unit,Total,500,560,650,67,773,1.82%,15.46%,39.58%,-14.10%
2219,Flat/Unit,1 Bedroom,490,565,606,s,113,3.67%,15.31%,.00%,9.09%
2219,Flat/Unit,2 Bedrooms,508,560,650,48,568,7.69%,19.15%,54.84%,-12.73%
2220,Total,Total,600,680,778,403,"4,812",7.94%,33.33%,4.95%,-.74%
2220,Total,1 Bedroom,560,600,635,84,728,15.38%,39.53%,47.37%,9.09%
2220,Total,2 Bedrooms,600,690,750,218,"2,625",11.29%,38.00%,49.32%,-2.24%
2220,Total,3 Bedrooms,700,780,875,79,"1,036",11.43%,30.00%,25.40%,1.28%
2220,Total,4 or more Bedrooms,773,975,1205,s,264,-2.50%,14.71%,-4.76%,-4.76%
2220,House,Total,643,735,885,64,773,15.75%,22.50%,-55.56%,30.61%
2220,House,2 Bedrooms,545,620,710,s,164,12.73%,24.00%,-21.43%,22.22%
2220,House,3 Bedrooms,700,750,850,31,344,15.38%,25.00%,63.16%,63.16%
2220,House,4 or more Bedrooms,750,1000,1200,s,208,-1.23%,17.65%,6.25%,.00%
2220,Flat/Unit,Total,600,660,750,324,"3,617",4.76%,34.69%,45.29%,-3.57%
2220,Flat/Unit,1 Bedroom,565,600,640,79,664,14.29%,39.53%,64.58%,8.22%
2220,Flat/Unit,2 Bedrooms,620,695,760,201,"2,324",10.32%,39.00%,60.80%,-2.43%
2220,Flat/Unit,3 Bedrooms,720,800,900,41,549,9.59%,33.33%,5.13%,-19.61%
2221,Total,Total,635,735,950,78,957,13.08%,22.50%,2.63%,2.63%
2221,Total,2 Bedrooms,500,650,700,s,346,15.04%,41.30%,-12.00%,-24.14%
2221,Total,3 Bedrooms,703,775,815,s,339,-1.90%,16.54%,73.33%,18.18%
2221,Total,4 or more Bedrooms,890,1100,1388,s,184,15.79%,2.33%,83.33%,22.22%
2221,House,Total,700,800,1131,48,428,14.29%,14.29%,4.35%,20.00%
2221,House,3 Bedrooms,700,760,853,s,199,-2.56%,16.03%,100.00%,25.00%
2221,House,4 or more Bedrooms,968,1125,1400,s,155,18.42%,7.14%,66.67%,17.65%
2221,Flat/Unit,Total,485,563,693,s,319,15.98%,38.89%,10.00%,-15.38%
2221,Flat/Unit,2 Bedrooms,500,650,700,s,223,38.30%,51.16%,-13.33%,-23.53%
2222,Total,Total,450,530,620,107,"1,724",15.22%,32.50%,-27.21%,-20.74%
2222,Total,1 Bedroom,400,415,470,s,171,13.70%,38.33%,-27.78%,-31.58%
2222,Total,2 Bedrooms,460,520,560,61,"1,099",13.04%,30.00%,-26.51%,-32.97%
2222,Total,3 Bedrooms,655,730,750,s,272,7.35%,24.26%,-9.52%,5.56%
2222,House,Total,550,750,825,s,255,24.48%,25.00%,-40.62%,5.56%
2222,Flat/Unit,Total,450,505,576,80,"1,254",12.22%,26.25%,-25.93%,-26.61%
2222,Flat/Unit,1 Bedroom,400,420,500,s,141,15.07%,31.25%,-38.89%,-26.67%
2222,Flat/Unit,2 Bedrooms,460,510,563,55,985,13.33%,27.50%,-28.57%,-35.29%
2223,Total,Total,480,550,699,162,"2,209",7.84%,19.57%,14.89%,-6.36%
2223,Total,1 Bedroom,360,393,415,s,152,12.14%,15.44%,63.64%,28.57%
2223,Total,2 Bedrooms,480,520,570,89,"1,234",10.64%,20.93%,32.84%,-10.10%
2223,Total,3 Bedrooms,670,780,830,38,501,7.96%,23.81%,46.15%,-5.00%
2223,Total,4 or more Bedrooms,850,1050,1300,s,211,5.00%,7.14%,88.89%,-10.53%
2223,House,Total,673,800,975,47,480,23.08%,23.08%,-2.08%,20.51%
2223,House,3 Bedrooms,695,800,850,s,211,5.96%,26.98%,75.00%,23.53%
2223,House,4 or more Bedrooms,850,1050,1300,s,158,5.00%,-4.55%,325.00%,21.43%
2223,Townhouse,Total,553,635,773,s,184,-31.35%,-5.22%,75.00%,55.56%
2223,Flat/Unit,Total,460,500,550,101,"1,367",6.38%,19.05%,20.24%,-13.68%
2223,Flat/Unit,1 Bedroom,360,398,428,s,120,10.42%,16.91%,100.00%,14.29%
2223,Flat/Unit,2 Bedrooms,480,500,550,73,"1,038",6.38%,19.05%,21.67%,-15.12%
2223,Flat/Unit,3 Bedrooms,600,640,780,s,173,-8.57%,14.29%,.00%,-14.29%
2224,Total,Total,623,825,1031,68,902,-2.37%,21.32%,9.68%,-1.45%
2224,Total,2 Bedrooms,520,600,700,s,277,15.38%,20.00%,109.09%,-4.17%
2224,Total,3 Bedrooms,800,930,976,s,351,12.05%,24.00%,5.26%,-16.67%
2224,Total,4 or more Bedrooms,1075,1200,1400,s,204,4.35%,5.73%,11.76%,5.56%
2224,House,Total,850,975,1200,33,376,2.63%,21.88%,-10.81%,17.86%
2224,House,3 Bedrooms,800,880,950,s,158,4.76%,13.55%,71.43%,50.00%
2224,House,4 or more Bedrooms,1063,1195,1450,s,165,3.91%,13.81%,38.46%,28.57%
2224,Townhouse,Total,710,850,963,s,165,-1.73%,18.06%,50.00%,-29.41%
2224,Flat/Unit,Total,500,545,695,s,299,-5.22%,10.10%,57.14%,-4.35%
2224,Flat/Unit,2 Bedrooms,505,545,673,s,187,4.81%,21.11%,200.00%,20.00%
2225,Total,Total,650,730,1225,s,138,-14.12%,-3.95%,-48.00%,44.44%
2226,Total,Total,530,680,780,45,664,4.62%,17.24%,-18.18%,-21.05%
2226,Total,2 Bedrooms,525,600,690,s,271,6.67%,30.43%,-16.67%,-28.57%
2226,Total,3 Bedrooms,650,750,780,s,201,-3.85%,.00%,77.78%,-5.88%
2226,House,Total,708,765,923,s,281,-1.29%,2.00%,-40.00%,-35.71%
2226,House,3 Bedrooms,675,750,765,s,148,1.35%,3.45%,37.50%,-21.43%
2226,Flat/Unit,Total,455,500,585,s,277,11.11%,11.11%,.00%,-20.83%
2226,Flat/Unit,2 Bedrooms,483,570,650,s,197,9.62%,23.91%,-15.38%,-26.67%
2227,Total,Total,600,790,935,90,"1,104",12.86%,6.76%,-3.23%,-7.22%
2227,Total,2 Bedrooms,550,600,650,35,527,.00%,5.73%,6.06%,16.67%
2227,Total,3 Bedrooms,794,873,950,36,349,9.06%,9.40%,63.64%,.00%
2227,Total,4 or more Bedrooms,950,1100,1250,s,130,-4.35%,.00%,7.14%,-28.57%
2227,House,Total,780,860,1000,37,328,6.17%,5.52%,-11.90%,2.78%
2227,House,3 Bedrooms,763,850,950,s,162,4.94%,8.97%,58.33%,26.67%
2227,House,4 or more Bedrooms,933,1100,1250,s,101,.00%,2.33%,9.09%,-14.29%
2227,Townhouse,Total,850,900,1100,s,200,12.50%,5.88%,13.33%,-32.00%
2227,Townhouse,3 Bedrooms,850,900,975,s,113,12.50%,11.11%,50.00%,-14.29%
2227,Flat/Unit,Total,548,600,650,35,516,7.14%,16.50%,2.94%,2.94%
2227,Flat/Unit,2 Bedrooms,530,600,626,s,393,3.45%,14.29%,12.00%,40.00%
2228,Total,Total,538,650,800,207,"2,324",4.84%,20.37%,-5.91%,-7.59%
2228,Total,1 Bedroom,500,530,555,45,331,1.92%,17.78%,-2.17%,-6.25%
2228,Total,2 Bedrooms,545,625,700,83,"1,150",7.76%,15.74%,7.79%,-24.55%
2228,Total,3 Bedrooms,638,793,913,40,541,5.67%,5.67%,-2.44%,-9.09%
2228,Total,4 or more Bedrooms,1015,1100,1213,36,258,-.90%,12.82%,33.33%,100.00%
2228,House,Total,680,905,1100,58,521,29.29%,13.13%,-30.12%,28.89%
2228,House,3 Bedrooms,705,770,883,s,234,.98%,-3.75%,-10.00%,-10.00%
2228,House,4 or more Bedrooms,1000,1100,1238,s,174,-4.35%,12.82%,44.44%,62.50%
2228,Townhouse,Total,668,955,1100,s,265,3.80%,36.43%,-5.26%,28.57%
2228,Flat/Unit,Total,520,573,700,122,"1,453",4.09%,16.36%,6.09%,-23.75%
2228,Flat/Unit,1 Bedroom,500,530,550,37,294,1.92%,17.78%,-7.50%,-19.57%
2228,Flat/Unit,2 Bedrooms,535,600,700,68,973,5.26%,15.38%,11.48%,-29.90%
2228,Flat/Unit,3 Bedrooms,596,715,800,s,159,10.00%,5.93%,55.56%,16.67%
2229,Total,Total,540,650,900,231,"2,341",.00%,7.44%,.43%,11.06%
2229,Total,1 Bedroom,450,470,520,45,365,4.44%,14.63%,114.29%,73.08%
2229,Total,2 Bedrooms,545,570,650,87,988,3.64%,6.05%,55.36%,-3.33%
2229,Total,3 Bedrooms,750,825,980,65,601,-2.94%,-4.07%,47.73%,25.00%
2229,Total,4 or more Bedrooms,1150,1300,1500,33,342,8.33%,10.64%,-28.26%,-8.33%
2229,House,Total,750,975,1250,61,623,16.42%,-2.26%,-50.00%,8.93%
2229,House,3 Bedrooms,750,865,1000,32,259,-8.95%,4.85%,68.42%,52.38%
2229,House,4 or more Bedrooms,1225,1350,1525,s,252,12.50%,17.39%,-41.03%,-20.69%
2229,Townhouse,Total,795,900,1113,36,343,.00%,.00%,56.52%,5.88%
2229,Townhouse,3 Bedrooms,770,850,1000,s,216,-1.16%,-5.56%,66.67%,8.70%
2229,Flat/Unit,Total,493,550,620,127,"1,283",.00%,10.00%,49.41%,10.43%
2229,Flat/Unit,1 Bedroom,450,470,525,41,328,4.44%,14.63%,115.79%,64.00%
2229,Flat/Unit,2 Bedrooms,540,568,645,79,833,3.27%,7.68%,64.58%,-1.25%
2230,Total,Total,500,640,813,412,"4,467",3.23%,16.36%,2.49%,-11.02%
2230,Total,1 Bedroom,420,465,520,108,"1,204",-3.12%,16.25%,9.09%,-19.40%
2230,Total,2 Bedrooms,550,650,733,216,"2,380",.00%,16.07%,30.91%,-14.96%
2230,Total,3 Bedrooms,878,1000,1248,55,569,1.01%,17.65%,48.65%,10.00%
2230,Total,4 or more Bedrooms,1100,1450,1875,31,211,-6.45%,-4.61%,6.90%,34.78%
2230,House,Total,600,850,1200,83,536,21.43%,.00%,-39.86%,72.92%
2230,House,1 Bedroom,450,470,500,s,59,14.63%,27.89%,30.00%,225.00%
2230,House,2 Bedrooms,590,640,720,s,138,11.30%,3.23%,-20.69%,76.92%
2230,House,3 Bedrooms,865,900,1100,s,151,-6.25%,5.88%,58.33%,46.15%
2230,House,4 or more Bedrooms,1100,1400,1875,s,168,-9.68%,-9.68%,.00%,50.00%
2230,Townhouse,Total,875,980,1150,s,147,20.99%,-2.00%,36.36%,.00%
2230,Flat/Unit,Total,490,600,729,314,"3,549",1.69%,13.21%,26.61%,-20.10%
2230,Flat/Unit,1 Bedroom,420,450,543,94,"1,068",-9.55%,12.50%,9.30%,-25.98%
2230,Flat/Unit,2 Bedrooms,550,650,730,191,"2,115",.00%,16.07%,46.92%,-20.08%
2230,Flat/Unit,3 Bedrooms,894,1075,1563,s,315,8.59%,26.47%,33.33%,3.70%
2232,Total,Total,550,650,760,250,"3,354",8.33%,22.64%,-18.03%,-11.03%
2232,Total,1 Bedroom,550,575,590,33,324,9.52%,16.16%,6.45%,3.13%
2232,Total,2 Bedrooms,520,580,680,130,"2,058",5.45%,16.00%,4.84%,-28.57%
2232,Total,3 Bedrooms,728,830,900,59,647,4.08%,6.41%,22.92%,34.09%
2232,Total,4 or more Bedrooms,800,975,1113,s,255,2.63%,10.17%,33.33%,27.27%
2232,House,Total,680,800,950,59,662,19.40%,6.67%,-57.55%,34.09%
2232,House,2 Bedrooms,550,598,658,s,129,8.64%,6.70%,-33.33%,100.00%
2232,House,3 Bedrooms,745,845,913,s,282,9.03%,6.29%,-17.24%,33.33%
2232,House,4 or more Bedrooms,800,900,1056,s,206,-5.26%,7.14%,15.79%,29.41%
2232,Townhouse,Total,710,790,925,s,334,3.95%,12.86%,17.39%,8.00%
2232,Townhouse,3 Bedrooms,728,790,876,s,205,-7.06%,8.59%,23.08%,14.29%
2232,Flat/Unit,Total,523,580,700,162,"2,233",5.45%,16.00%,18.25%,-20.98%
2232,Flat/Unit,1 Bedroom,550,578,591,32,293,7.44%,16.67%,33.33%,14.29%
2232,Flat/Unit,2 Bedrooms,513,560,679,110,"1,781",1.82%,12.00%,12.24%,-33.33%
2232,Flat/Unit,3 Bedrooms,723,850,900,s,141,-5.56%,3.03%,280.00%,58.33%
2233,Total,Total,536,690,850,76,"1,060",-1.43%,9.52%,-7.32%,-18.28%
2233,Total,2 Bedrooms,483,550,600,s,378,10.00%,7.84%,100.00%,-14.29%
2233,Total,3 Bedrooms,750,800,850,s,391,6.67%,11.11%,-3.85%,-21.87%
2233,Total,4 or more Bedrooms,820,850,925,s,187,-5.56%,1.80%,36.36%,-6.25%
2233,House,Total,735,810,850,33,476,5.19%,8.00%,-38.89%,-23.26%
2233,House,3 Bedrooms,750,805,850,s,252,5.92%,13.38%,20.00%,-18.18%
2233,Flat/Unit,Total,480,550,600,32,388,12.24%,7.84%,52.38%,-13.51%
2233,Flat/Unit,2 Bedrooms,480,550,600,s,278,15.18%,7.84%,150.00%,-13.79%
2234,Total,Total,720,810,900,53,758,2.53%,8.00%,-15.87%,-5.36%
2234,Total,3 Bedrooms,720,780,844,s,326,1.30%,4.00%,57.14%,-35.29%
2234,Total,4 or more Bedrooms,850,900,1013,s,288,.00%,1.12%,20.00%,118.18%
2234,House,Total,785,850,963,35,426,2.41%,3.34%,-14.63%,25.00%
2234,House,3 Bedrooms,760,790,850,s,143,2.60%,1.28%,116.67%,-18.75%
2234,House,4 or more Bedrooms,850,900,1050,s,264,.00%,1.12%,23.53%,90.91%
2234,Townhouse,Total,735,800,860,s,164,.63%,11.11%,10.00%,-26.67%
2557,Total,Total,600,650,700,146,"1,690",.00%,6.56%,-13.10%,-3.95%
2557,Total,1 Bedroom,380,400,400,s,73,4.58%,2.56%,62.50%,44.44%
2557,Total,2 Bedrooms,420,440,453,s,119,4.76%,.00%,20.00%,-29.41%
2557,Total,3 Bedrooms,600,625,658,s,263,4.17%,13.64%,57.89%,15.38%
2557,Total,4 or more Bedrooms,650,685,750,88,"1,178",.74%,5.38%,20.55%,-10.20%
2557,House,Total,630,660,700,125,"1,476",1.54%,4.76%,-16.11%,-4.58%
2557,House,3 Bedrooms,600,630,655,s,229,5.00%,14.55%,80.00%,22.73%
2557,House,4 or more Bedrooms,650,680,750,85,"1,127",.00%,4.62%,23.19%,-11.46%
2558,Total,Total,493,500,550,34,640,1.52%,5.26%,-41.38%,-29.17%
2558,Total,3 Bedrooms,500,510,550,s,387,3.55%,5.15%,.00%,-28.57%
2558,House,Total,500,520,553,s,511,4.00%,5.05%,-41.67%,-28.21%
2558,House,3 Bedrooms,500,520,550,s,335,5.05%,7.22%,11.76%,-26.92%
2560,Total,Total,429,480,560,620,"7,975",4.92%,9.09%,1.64%,7.45%
2560,Total,1 Bedroom,325,370,390,s,380,5.71%,17.46%,-12.90%,-41.30%
2560,Total,2 Bedrooms,390,428,460,206,"2,296",5.56%,12.50%,38.26%,-2.83%
2560,Total,3 Bedrooms,460,500,550,249,"3,185",4.17%,8.70%,57.59%,21.46%
2560,Total,4 or more Bedrooms,579,650,730,128,"1,608",.00%,11.11%,48.84%,21.90%
2560,House,Total,450,500,600,443,"5,049",4.17%,4.17%,-5.74%,28.41%
2560,House,2 Bedrooms,400,420,455,79,545,7.69%,10.53%,51.92%,71.74%
2560,House,3 Bedrooms,460,500,550,233,"2,717",4.17%,6.38%,64.08%,28.73%
2560,House,4 or more Bedrooms,575,650,725,119,"1,526",.00%,12.07%,41.67%,15.53%
2560,Other,Total,370,405,450,32,760,6.58%,12.50%,28.00%,-39.62%
2560,Other,2 Bedrooms,365,390,420,s,237,1.30%,5.41%,6.67%,-51.52%
2560,Townhouse,Total,440,460,590,s,504,6.36%,13.58%,50.00%,-4.55%
2560,Flat/Unit,Total,375,430,470,124,"1,662",2.38%,9.69%,22.77%,-21.02%
2560,Flat/Unit,1 Bedroom,323,348,389,s,199,-4.79%,-.71%,75.00%,-41.67%
2560,Flat/Unit,2 Bedrooms,380,430,470,101,"1,262",.00%,7.50%,31.17%,-17.21%
2563,Total,Total,523,650,755,s,55,.00%,,400.00%,
2563,Total,4 or more Bedrooms,650,680,773,s,s,-.73%,,450.00%,
2563,House,Total,630,650,760,s,46,.00%,,333.33%,
2563,House,4 or more Bedrooms,650,680,773,s,s,-.73%,,450.00%,
2564,Total,Total,409,455,520,103,"1,080",1.11%,8.33%,13.19%,-4.63%
2564,Total,2 Bedrooms,395,420,440,41,355,5.00%,13.51%,70.83%,-2.38%
2564,Total,3 Bedrooms,455,480,520,47,510,-4.00%,6.67%,42.42%,-9.62%
2564,House,Total,430,475,520,63,602,-3.06%,5.56%,1.61%,14.55%
2564,House,2 Bedrooms,390,430,443,s,92,8.86%,16.22%,100.00%,77.78%
2564,House,3 Bedrooms,460,480,520,34,367,-4.00%,4.35%,25.93%,-10.53%
2564,Townhouse,Total,400,425,500,s,228,.59%,10.39%,50.00%,-12.50%
2564,Townhouse,2 Bedrooms,378,400,418,s,115,.00%,6.67%,57.14%,-15.38%
2565,Total,Total,450,600,700,250,"2,851",3.45%,11.11%,9.17%,1.21%
2565,Total,1 Bedroom,290,350,390,s,152,.00%,12.90%,26.67%,-34.48%
2565,Total,2 Bedrooms,403,448,480,54,592,6.55%,12.58%,35.00%,.00%
2565,Total,3 Bedrooms,530,600,640,85,962,20.00%,14.29%,88.89%,19.72%
2565,Total,4 or more Bedrooms,680,705,773,92,"1,052",.71%,5.22%,55.93%,.00%
2565,House,Total,530,650,700,185,"1,937",8.33%,8.33%,.00%,6.32%
2565,House,2 Bedrooms,420,450,484,s,165,3.45%,17.65%,20.00%,71.43%
2565,House,3 Bedrooms,540,600,640,65,701,15.38%,14.83%,75.68%,8.33%
2565,House,4 or more Bedrooms,680,700,770,89,979,.00%,4.48%,56.14%,.00%
2565,Other,Total,400,420,610,s,227,3.70%,10.53%,70.00%,88.89%
2565,Townhouse,Total,445,500,600,s,458,11.11%,20.48%,81.25%,-9.37%
2565,Townhouse,2 Bedrooms,423,448,500,s,204,9.15%,11.87%,55.56%,-26.32%
2565,Townhouse,3 Bedrooms,495,600,650,s,193,20.00%,11.11%,160.00%,44.44%
2565,Flat/Unit,Total,395,420,450,s,229,7.69%,28.24%,5.56%,-40.62%
2566,Total,Total,420,500,580,152,"1,869",4.17%,13.64%,31.03%,4.83%
2566,Total,1 Bedroom,220,230,260,s,49,,-23.33%,,57.14%
2566,Total,2 Bedrooms,380,400,420,38,418,3.90%,5.26%,123.53%,-25.49%
2566,Total,3 Bedrooms,488,510,550,63,894,2.00%,10.87%,85.29%,23.53%
2566,Total,4 or more Bedrooms,585,650,705,39,436,-1.14%,18.18%,143.75%,14.71%
2566,House,Total,488,530,623,111,"1,326",6.00%,10.42%,2.78%,15.63%
2566,House,3 Bedrooms,495,520,550,56,768,4.00%,11.83%,69.70%,27.27%
2566,House,4 or more Bedrooms,580,650,710,37,405,-1.14%,18.18%,131.25%,15.63%
2566,Townhouse,Total,410,430,480,s,198,,7.50%,,-16.67%
2566,Flat/Unit,Total,360,390,420,s,159,-2.50%,5.41%,280.00%,5.56%
2566,Flat/Unit,2 Bedrooms,360,380,420,s,136,-2.56%,2.70%,325.00%,-5.56%
2567,Total,Total,500,610,694,166,"2,429",1.67%,3.39%,-17.41%,-9.29%
2567,Total,1 Bedroom,350,400,430,s,101,3.90%,5.26%,.00%,-8.33%
2567,Total,2 Bedrooms,435,460,485,s,190,.00%,15.00%,-42.31%,-37.50%
2567,Total,3 Bedrooms,528,580,640,67,924,9.43%,7.41%,81.08%,13.56%
2567,Total,4 or more Bedrooms,650,700,750,73,"1,124",2.94%,6.87%,1.39%,-17.05%
2567,House,Total,550,640,700,139,"2,051",3.23%,6.67%,-21.02%,-5.44%
